Judul,Penulis,Tahun,topics,probabilities
metode promethee ii menentukan pemenang tender proyek studi dinas perhubungan llaj provinsi jawa timur,"Muhammad Wafi, Rizal Setya Perdana, Wijaya Kurniawan",30 Nov 2017,10,0.6784521545606902
usability perbaikan desain antarmuka pengguna situs web fakultas pertanian fp universitas brawijaya,"Maria Yulianti, Ismiarta Aknuranda, Niken Hendrakusma Wardani",30 Nov 2017,-1,0.0
support vector regression svr algoritma improvedparticle swarm optimization ipso peramalan curah hujan,"Husin Muhamad, Imam Cholissodin, Budi Darma Setiawan",30 Nov 2017,50,0.31730039891682177
algoritma genetika metode ahp saw rekomendasi varietas unggul tanaman tebu studi pusat penelitian gula ptpn x jengkol,"Nilna Fadhila Ganies, Dian Eka Ratnawati, Bayu Rahayudi",30 Nov 2017,4,0.4688288173554022
game platformer d teknik projection mapping,"Monel Lindu Sagala, Eriq M. Adams Jonemaro, Wibisono Sukmo Wardhono",30 Nov 2017,8,0.6304971142449213
bangun sistem klasifikasi frekuensi penggunaan minyak goreng metode bayes,"M Nuzulul Marofi, Dahnial Syauqy, Hurriyatul Fitriyah",30 Nov 2017,89,1.0
sistem peringatan kontrak kerja karyawan menerapkan pendekatan kolaboratif athena elisitasi kebutuhan studi pt surya optima nusa raya,"Reza Fahrur Rasyid, Fajar Pradana, Bayu Priyambadha",30 Nov 2017,-1,0.0
nilai tukar rupiah indonesia dolar amerika serikat metode recurrent extreme learning machine neural network,"Daneswara Jauhari, Imam Cholissodin, Candra Dewi",30 Nov 2017,15,0.793345991373526
teks otomatis artikel berita kesehatan knearest neighbor berbasis fitur statistik,"Rachmad Indrianto, Mochammad Ali Fauzi, Lailil Muflikhah",30 Nov 2017,-1,0.0
pendukung keputusan rekomendasi wirausaha metode ahptopsis studi kab probolinggo,"Ghulam Mahmudi Al Azis, Imam Cholissodin, Muhammad Tanzil Furqon",30 Nov 2017,10,0.5725162437321722
kebutuhan perancangan sistem informasi produksi dinas peternakan kesehatan hewan kabupaten malang berbasis teknologi service oriented architecture,"Agum Septian Gumelar, Mochammad Chandra Saputra, Niken Hendrakusma Wardani",30 Nov 2017,-1,0.0
bandwidth manajemen pengguna jaringan wireless mesh network mikrotik,"Galeh Fatma Eko Ardiansa, Rakhmadhany Primananda, Mochammad Hannats Hanafi Ichsan",30 Nov 2017,-1,0.0
komposisi makanan penderita hipertensi algoritma genetika simulated annealing,"Agustin Kartikasari, Dian Eka Ratnawati, Titis Sari Kusuma",30 Nov 2017,31,0.9200056218128512
bot frequently ask question faq filkom jejaring sosial twitter,"Atiqo Tuzumah, Eko Sakti Pramukantoro, Heru Nurwarsito",30 Nov 2017,5,0.49749229660754934
pervasive service discovery protocol rumah cerdas berbasis nrfl,"Dwi Aris Suprayogi, Sabriansyah Rizqika Akbar, Mochammad Hannats Hanafi Ichsan",30 Nov 2017,-1,0.0
feedforward neural network pso prediksi pengangguran terbuka indonesia,"Bayu Septyo Adi, Dian Eka Ratnawati, Marji Marji",30 Nov 2017,-1,0.0
metode improved kmeans mengelompokkan titik panas bumi,"Al-Mar'atush Shoolihah, Muhammad Tanzil Furqon, Agus Wahyu Widodo",30 Nov 2017,61,1.0
naive bayes embedded system menentukan status gizi bayi,"Fauzi Rivani, Dahnial Syauqy, Mochammad Hannats Hanafi Ichsan",30 Nov 2017,-1,0.0
suku bunga acuan bi rate metode fuzzy time series percentage change universe of discourse,"Wiratama Paramasatya, Dian Eka Ratnawati, Candra Dewi",30 Nov 2017,25,0.8602603284509043
penyakit kucing modified knearest neighbor teroptimasi studi puskeswan klinik hewan satwa sehat kota kediri,"Fitri Dwi Astuti, Dian Eka Ratnawati, Agus Wahyu Widodo",30 Nov 2017,1,0.8517916873461143
user interface aplikasi guide me berbasis web pendekatan humancentered design,"Mohamad Rendiansah, Hanifah Muslimah Az-Zahra, Mochamad Chandra Saputra",30 Nov 2017,55,0.9657156149026185
follower official account line regresi algoritma genetika,"Nizar Riftadhi Prabandaru, Rekyan Regasari Mardhi Putri, Agus Wahyu Widodo",30 Nov 2017,4,0.19689276458475427
algoritma particle swarm optimization pso optimasi pemenuhan kebutuhan gizi balita,"Leni Istikomah, Imam Cholissodin, Marji Marji",30 Nov 2017,-1,0.0
metode profile matching weighted product seleksi staf operator komputer studi uptd pendidikan kecamatan tambakboyo kabupaten tuban jawa timur,"Oktavianis Kartikasari, Nurul Hidayat, Suprapto Suprapto",30 Nov 2017,10,0.6495119455519675
pemodelan proses bisnis bidang pelayanan perizinan bussiness process model and notation bpmn studi dinas penanaman modal pelayanan terpadu pintu pemerintah kota malang,"Dwi Rahmawati, Retno Indah Rokhmawati, Andi Reza Perdanakusuma",30 Nov 2017,-1,0.0
biaya bahan menu makanan penderita penyakit jantung metode evolution strategies,"Veronica Kristina Br Simamora, Imam Cholissodin, Mochammad Ali Fauzi",30 Nov 2017,31,1.0
scheduling proses extract transform load etl data warehouse metode round robin data partitioning studi universitas xyz,"Agung Yudha Berliantara, Satrio Agung Wicaksono, Aryo Pinandito",30 Nov 2017,11,0.1184425026573533
sistem aplikasi manajemen proyek berbasis web studi pt swadaya graha,"Ardian Riftha Dhuha, Fajar Pradana, Bayu Priyambadha",30 Nov 2017,-1,0.0
complementary filter sensor accelerometer gyroscope keseimbangan gerak robot humanoid,"Hafizhuddin Zul Fahmi, Rizal Maulana, Wijaya Kurniawan",30 Nov 2017,17,0.8460046018413303
komposisi bahan makanan pasien rawat jalan penyakit jantung algoritme particle swarm optimization pso,"I Gusti Ayu Putri Diani, Imam Cholissodin, Suprapto Suprapto",30 Nov 2017,-1,0.0
fungsi keanggotaan fuzzy tsukamoto algoritma genetika diagnosis autisme anak,"Indra Eka Mandriana, Candra Dewi, Muhammad Tanzil Furqon",30 Nov 2017,114,0.9912359571833624
rekomendasi bahan makanan penderita penyakit jantung algoritma genetika,"Elisa Julie Irianti Siahaan, Imam Cholissodin, Mochammad Ali Fauzi",30 Nov 2017,31,1.0
pakar diagnosis penyakit schizophrenia metode bayesian network,"Rima Diah Wardhani, Rekyan Regasari Mardi Putri, Budi Darma Setiawan",30 Nov 2017,9,0.5732301532466155
proses bisnis metode business process improvement bpi studi riset pemasaran pusat pelayanan pelanggan pt petrokimia gresik,"Shinta Dewi Larasati, Satrio Agung Wicaksono, Niken Hendrakusma Wardani",30 Nov 2017,16,0.7833273525636779
fuzzy inference system mamdani algoritme genetika menentukan siram tanaman strawberry,"Agung Nurjaya Megantara, Budi Darma Setiawan, Randy Cahya Wihandika",30 Nov 2017,-1,0.0
panen tebu gabungan metode backpropagation algoritma genetika,"Dwi Ari Suryaningrum, Dian Eka Ratnawati, Budi Darma Setiawan",30 Nov 2017,129,1.0
pengendalian quadcopter prinsip virtual reality google cardboard,"Dimas Angger Pribadi, Eriq M. Adams Jonemaro, Gembong Edhi Setyawan",29 Dec 2017,8,0.7906395979807508
perencanaan wisata malang raya algoritma greedy,"Akhmad Eriq Ghozali, Budi Darma Setiawan, Muhammad Tanzil Furqon",29 Dec 2017,87,0.8831819454193366
dimensi video metode structurefrommotion studi wilayah pertambangan batubara,"Rimba Anditya Kurniawan, Fatwa Ramdani, Muhammad Tanzil Furqon",29 Dec 2017,24,0.9672922708851889
sistem pemantauan posisi kereta api berbasis rfid protokol message queue telemetry transport mqtt,"Anggit Surya Gumilang, Rakhmadhany Primananda, Mahendra Data",29 Dec 2017,119,1.0
proses bisnis quality evaluation framework qef studi ud honda ii kepanjen ahass,"Intan Rumaysha, Aditya Rachmadi, Nanang Yudi Setiawan",29 Dec 2017,27,0.8897591548806789
sistem pembelajaran pemrograman java atraktif berbasis website,"Dhanuari Indra Bastari, Fajar Pradana, Bayu Priyambadha",29 Dec 2017,-1,0.0
evaluasi proses bisnis metode quality evaluation framework qef studi cv mulyo tani makmur,"Laurensia Clara Sakti, Aditya Rachmadi, Retno Indah Rokhmawati",29 Dec 2017,27,1.0
faktorfaktor memengaruhi website lazada structured equation modeling sem,"Enrico Dimas Darmawan, Ari Kusyanti, Niken Hendrakusma Wardani",29 Dec 2017,33,0.9361262627684946
rekomendasi lowongan pekerjaan fresh graduate metode weighted product berbasis android,"Dwi Astuti, Aryo Pinandito, Ratih Kartika Dewi",29 Dec 2017,22,0.8856945002848599
lagu berdasarkan emosi algoritma fuzzy cmeans,"Muhja Mufidah Afaf Amirah, Agus Wahyu Widodo, Candra Dewi",29 Dec 2017,110,0.6730586096757343
penjadwalan mata pelajaran kurikulum algoritme genetika studi sma negeri surakarta,"Radita Noer Pratiwi, Imam Cholissodin, Putra Pandu Adikara",29 Dec 2017,4,1.0
performa protokol n mikrokomputer raspberry pi,"Retno Perwita Sari, Kasyful Amron, Rakhmadhany Primananda",29 Dec 2017,38,1.0
performansi algoritme kriptografi advanced encryption standard aes blowfish text platform android,"Muhammad Taufiqur Rahman, Aryo Pinandito, Eko Sakti Pramukantoro",29 Dec 2017,49,0.7803086692430033
iot middleware berbasis eventbased protokol komunikasi coap mqtt websocket,"Husnul Anwari, Eko Sakti Pramukantoro, Mochammad Hannats Hanafi Ichsan",29 Dec 2017,-1,0.0
perbandingan performa algoritma round robin least connection load balancing software defined network,"Agung Nugroho, Widhi Yahya, Kasyful Amron",29 Dec 2017,11,0.43187481262971017
gateway berbasis nrfl esp protokol message queue telemetry transport sensor network mqttsn,"Harry Mulya, Sabriansyah Rizqika Akbar, Edita Rosana Widasari",29 Dec 2017,119,1.0
sistem informasi ecomplaint studi grapari telkomsel malang,"Muhammad Adnan, Retno Indah Rokhmawati, Fajar Pradana",29 Dec 2017,-1,0.0
aplikasi pelatihan otot mata penderita miopia metode bates teknologi virtual reality,"Mukhammad Sharif Hidayatulloh, Komang Candra Brata, Hanifah Muslimah Az-Zahra",29 Dec 2017,8,1.0
algoritme genetika simulated annealing optimasi multitrip vehicle routing problem with time windows studi pariwisata kabupaten banyuwangi,"Amalia Kartika Ariyani, Wayan Firdaus Mahmudy",29 Dec 2017,87,0.6282941544168366
algoritma hybrid pathfinding a boids game pesawat tempur,"Firdaus Rahmat Prasetyo, Eriq M. Adams Jonemaro, Muhammad Aminul Akbar",29 Dec 2017,-1,0.0
tata kelola sistem keamanan teknologi informasi framework cobit fokus proses apo dss studi pt martina berto tbk,"Raja Gantino Mufti, Suprapto Suprapto, Yusi Tyroni Mursityo",29 Dec 2017,-1,0.0
metode dempster shafer diagnosis penyakit tanaman jeruk,"Salam Maulana, Nurul Hidayat, Edy Santoso",29 Dec 2017,1,0.9532559053769817
komposisi pakan ternak memenuhi kebutuhan nutrisi ayam petelur biaya minimum particle swarm optimization pso,"Brigitta Ayu Kusuma Wardhany, Imam Cholissodin, Edy Santoso",29 Dec 2017,-1,0.0
kmeans clustering kinerja akademik dosen algoritme genetika,"Budi Santoso, Imam Cholissodin, Budi Darma Setiawan",29 Dec 2017,-1,0.0
algoritma monte carlo tree search permainan komputer maze treasure,"Nazzun Hanif Ahsani, Eriq Muh. Adams Jonemaro, Candra Dewi",29 Dec 2017,-1,0.0
kebutuhan gizi balita hybrid algoritma genetika simulated annealing,"Fitri Anggarsari, Wayan Firdaus Mahmudy, Candra Dewi",29 Dec 2017,31,0.10928603870571547
pendukung keputusan pengurutan berdasarkan jenis suara anggota divisi paduan suara bios metode profile matching studi logicio choir filkom,"Dinul Wikramaditya Syah, Edi Santoso, Rizal Setya Perdana",29 Dec 2017,56,1.0
sumber daya teknologi informasi perusahaan cobit studi pt krakatau steel persero tbk,"Fadel Muhafiizh, Suprapto Suprapto, Retno Indah Rokhmawati",29 Dec 2017,6,1.0
teks ekstraktif kepustakaan ilmu komputer bahasa indonesia metode normalized google distance kmeans,"Dhimas Anjar Prabowo, Mochammad Ali Fauzi, Yuita Arum Sari",29 Dec 2017,79,1.0
usabilitas aplikasi taxi online android grabcar uber unified theory of acceptance and use of technology utaut,"Heru Utomo, Eriq Muh. Adams Jonemaro, Mahardeka Tri Ananta",29 Dec 2017,28,1.0
sentimen opini pilkada dki dokumen twitter berbahasa indonesia naive bayes pembobotan emoji,"Agnes Rossi Trisna Lestari, Rizal Setya Perdana, Mochammad Ali Fauzi",29 Dec 2017,5,0.5368459515008503
sentimen tingkat kepuasan pengguna penyedia layanan telekomunikasi seluler indonesia twitter metode support vector machine lexicon based features,"Umi Rofiqoh, Rizal Setya Perdana, Mochammad Ali Fauzi",29 Dec 2017,90,0.9500266788589545
sentimen opini film dokumen twitter berbahasa indonesia naive bayes perbaikan baku,"Prananda Antinasari, Rizal Setya Perdana, Mochammad Ali Fauzi",29 Dec 2017,5,0.7289437077415709
lokasi pasang wifiid corner metode ahp algoritma genetika studi pt telkom witel kediri,"Figgy Rosaliana, Dian Eka Ratnawati, Mochammad Ali Fauzi",29 Dec 2017,7,1.0
sentimen tayangan televisi berdasarkan opini masyarakat media sosial twitter metode knearest neighbor pembobotan retweet,"Winda Estu Nurjanah, Rizal Setya Perdana, Mochammad Ali Fauzi",29 Dec 2017,5,0.8464221272205513
learning vector quantization lvq klasifikasi kualitas air sungai,"Rifwan Hamidi, Muhammad Tanzil Furqon, Bayu Rahayudi",29 Dec 2017,46,0.3164121920348662
permintaan daging sapi nasional metode multifactors high order fuzzy time series model,"Taufan Nugraha, Muhammad Tanzil Furqon, Putra Pandu Adikara",29 Dec 2017,25,0.8809677245117817
volume impor beras nasional metode multifactors highorder fuzzy time series,"Nendiana Putri, Edy Santoso, Sigit Adinugroho",29 Dec 2017,25,0.1040321648842174
algoritma dijkstra menemukan jarak terdekat lokasi pengguna tanaman tuju berbasis android studi kebun raya purwodadi,"Muhammad Syamsuddin Yusuf, Hanifah Muslimah Az-Zahra, Diah Harnoni Apriyanti",29 Dec 2017,-1,0.0
pendukung keputusan pemilihan personel homeband universitas brawijaya metode profile matching,"Aditya Sudarmadi, Edy Santoso, Sutrisno Sutrisno",29 Dec 2017,10,0.6778206807576532
penyakit kulit kucing metode modified knearest neighbor,"Made Bela Pramesthi Putri, Edy Santoso, Marji Marji",29 Dec 2017,1,0.7882124103647641
metode profile matching seleksi penerimaan anggota asisten praktikum studi laboratorium pembelajaran kelompok praktikum basis data filkom,"Fran's Dwi Saputra Atmanagara, Rekyan Regasari Mardi Putri, Sutrisno Sutrisno",29 Dec 2017,10,0.6818911222723085
kualitas layanan website bukalapak kepuasan pengguna esqual,"Cindy Farah Safira, Ari Kusyanti, Himawat Aryadita",29 Dec 2017,92,1.0
kualitas layanan kepuasan kepercayaan loyalitas pelanggan ecommerce studi berrybenka,"Rika Mardatilla, Ari Kusyanti, Himawat Aryadita",29 Dec 2017,-1,0.0
website unit kegiatan mahasiswa metodologi user centered design,"Deni Kusuma Fajri, Agi Putra Kharisma, Ratih Kartika Dewi",29 Dec 2017,-1,0.0
perbandingan algoritma floydwarshall dijkstra menentukan jalur terpendek jaringan openflow,"Ibrahim Attamimi, Widhi Yahya, Mochammad Hannats Hanafi",29 Dec 2017,45,1.0
menu makanan pemenuhan gizi penderita kanker algoritme genetika,"Dellia Airyn, Imam Cholissodin, Budi Darma Setiawan",29 Dec 2017,31,0.6481029909066767
entity recognition hidden markov model algoritma viterbi teks tanaman obat,"Agung Setiyoaji, Lailil Muflikhah, Mochammad Ali Fauzi",29 Dec 2017,58,0.6516764550823407
performa sistem pemantauan suhu kelembaban berbasis wireless sensor network,"Da'imul Royan, Rakhmadhany Primananda, Wijaya Kurniawan",29 Dec 2017,-1,0.0
game d warship operation trikora,"Mohamad Faisal Amir, Wibisono Sukmo Wardhono, Issa Arwani",29 Dec 2017,-1,0.0
komposisi pakan memenuhi kebutuhan nutrisi ayam petelur biaya minimum improved particle swarm optimization ipso,"Nur Firra Hasjidla, Imam Cholissodin, Agus Wahyu Widodo",31 Jan 2018,-1,0.0
alokasi memori dinamis sistem komputer berbasis clustering kmeans,"Florensius Tri Putra Simamora, Widhi Yahya, Sabriansyah Rizqika Akbar",31 Jan 2018,51,0.9272180912165493
kelayakan lokasi wifiid corner ahppso studi telkom kota kediri,"Ulfa Lina Wulandari, Dian Eka Ratnawati, Mochammad Ali Fauzi",31 Jan 2018,7,0.5848560407280428
aplikasi iqro berbasis android google speech,"Ach Fauzan, Issa Arwani, Lutfi Fanani",31 Jan 2018,112,1.0
penghuni ruangan berpintu smart home berbasis arduino sensor pir,"Lintang Cahyaning Ratri, Hurriyatul Fitriyah, Wijaya Kurniawan",31 Jan 2018,-1,0.0
susunan gizi makanan pasien rawat jalan penyakit jantung real coded genetic algorithm rcga,"Ratih Diah Puspitasari, Dian Eka Ratnawati, Mochammad Ali Fauzi",31 Jan 2018,31,1.0
kesalahan penulisan typographical error dokumen berbahasa indonesia metode ngram levenshtein distance,"Arina Indana Fahma, Imam Cholissodin, Rizal Setya Perdana",31 Jan 2018,54,0.25116567755903385
aplikasi mobile pelayanan administrasi posyandu google maps api geolocation tagging,"Nadia Savitri, Heru Nurwasito",31 Jan 2018,24,1.0
suku bunga acuan bi rate metode adaptive neuro fuzzy inference system anfis,"Nur Adli Ari Darmawand, Dian Eka Ratnawati, Rizal Setya Perdana",31 Jan 2018,-1,0.0
aplikasi mobile sistem keamanan kantor nfc near field communication wifi studi pt rahmi ida nusantara,"Rudi Ridho Rohmansyah, Heru Nurwasito",31 Jan 2018,-1,0.0
manajemen risiko teknologi informasi cobit it risk studi pt petrokimia gresik,"Nurfitri Zukhrufatul Firdaus, Suprapto Suprapto",31 Jan 2018,103,1.0
manajemen risiko teknologi informasi kerangka kerja cobit studi perum jasa tirta i malang,"M. Habibullah Arief, Suprapto Suprapto",31 Jan 2018,103,0.9636121164478538
light painting photography analisis cakupan jaringan wireless lan perangkat berbasis wemos d,"Wisnu Fajar Dewantara, Sabriansyah Rizqika Akbar, Rakhmadhany Primananda",31 Jan 2018,7,0.8599254275726251
kelayakan lokasi usaha franchise metode ahp vikor,"Vienticentia Imanuwelita, Rekyan Regasari Mardi Putri, Faizatul Amalia",31 Jan 2018,-1,0.0
kebutuhan air pdam kota malang metode fuzzy time series algoritma genetika,"Khaira Istiqara, Muhammad Tanzil Furqon, Indriati Indriati",31 Jan 2018,25,0.127188709530914
manajemen risiko teknologi informasi framework cobit studi pt kimia farma persero tbk plant watudakon,"Novia Dwi Setyaningrum, Suprapto Suprapto, Ari Kusyanti",31 Jan 2018,103,1.0
pakar diagnosis hamapenyakit tanaman sedap malam metode naive bayescertainty factor berbasis android,"Ali Syahrawardi, Nurul Hidayat, Donald Sihombing",31 Jan 2018,1,0.8675524963942518
faktorfaktor memengaruhi penggunaan kmspico aktivasi produk microsoft mahasiswa universitas xyz,"Muhammad Faizal Ismail, Ari Kusyanti, Admaja Dwi Herlambang",31 Jan 2018,-1,0.0
aplikasi penyedia informasi lowongan pekerjaan youtube api smartphone android,"Ervin Winardo Toepak, Issa Arwani, Tri Afirianto",31 Jan 2018,22,0.7528522975828097
kualitas layanan website ecommerce berrybenka kepuasan pengunjung metode webqual importance performance analysis ipa,"Winda Siti Fatmala, Suprapto Suprapto, Aditya Rachmadi",31 Jan 2018,26,0.26849126569589654
standar produk baja pt krakatau steel persero tbk berdasarkan komposisi kimia sifat mekanis baja fuzzy knearest neighbor fuzzy knn,"Ardisa Tamara Putri, Muhammad Tanzil Furqon, Randy Cahya Wihandika",31 Jan 2018,-1,0.0
kualitas layanan situs tiketcom kepuasan pengguna webqual importance performance analysis ipa,"Nurjannah Nurjannah, Ari Kusyanti, Admaja Dwi Herlambang",31 Jan 2018,26,0.38829046428825587
bayesian network sistem pakar ekspresi wajah bahasa tubuh pengamatan indra penglihatan foto,"Muhammad Adiputra, Rekyan Regasari Mardi Putri, Suprapto Suprapto",31 Jan 2018,18,0.7029106533636412
harga saham support vector regression algoritme genetika,"Nanda Agung Putra, Budi Darma Setiawan, Putra Pandu Adikara",31 Jan 2018,4,0.18702464464290044
vektor bobot learning vector quantization algoritme genetika penentuan kualitas susu sapi,"Karina Widyawati, Budi Darma Setiawan, Putra Pandu Adikara",31 Jan 2018,52,1.0
komposisi makanan diet penderita hipertensi algoritme genetika,"Muhammad Shafaat, Imam Cholissodin, Edy Santoso",31 Jan 2018,31,0.9582978292113545
perbandingan performa web service bahasa pemrograman python php perl client berbasis android,"Achmad Fauzi Harismawan, Agi Putra Kharisma, Tri Afirianto",31 Jan 2018,11,0.05698951262780705
test case generation pendekatan genetic algorithm mutation analysis sampling,"Christopher Dimas Satrio, Mochamad Chandra Saputra, Aditya Rachmadi",31 Jan 2018,4,0.19689276458475427
karakter plat nomor kendaraan selective ratio bounding box,"Juniman Arief, Fitri Utaminingrum, Yuita Arum Sari",31 Jan 2018,-1,0.0
informasi geografis kesesuaian lahan perumahan kota malang metode mce,"Muhammad Hadi Selamet Hariyanto, Fatwa Ramdani, Mochamad Chandra Saputra",31 Jan 2018,-1,0.0
parameter support vector regression algoritme genetika prediksi harga emas,"Muthia Azzahra, Budi Darma Setiawan, Putra Pandu Adikara",31 Jan 2018,4,0.19689276458475427
